message,label
please assist me to engender a offer for card,2.00
assist me to find whether account is setoff,11.00
can you help me to give me my contact no,20.00
assist to come with me pass-code,22.00
can you get me my till_year changed,5.00
help me to come with whether or not account is 0,11.00
Where to give 3 activity history for accounts?,27.00
can i disable bank card pin,1.00
help me to give me expiry year,22.00
What is the procedure to report lost my card?,25.00
search a/c details,13.00
please assist me to get me my visa card turning on,0.00
can you please get me email id changed,5.00
assist me to get whether or not account is begun,11.00
assist me to give my bal of account no,12.00
assist me to find whether account is turned off,11.00
what are the procedure for 1 my card pass number,0.00
please assist me to show me my card inquiry status,18.00
help me to show whether my account is actived,11.00
get me help to begining visa card passcode,0.00
get me help to turning off master card pin,1.00
please come with passcode,22.00
Where to find 4 activity history for a/c?,27.00
Where to get 4 recent activity for my a/c?,27.00
Replace my atm card pass number,24.00
please assist me to overcome bank card initiated,0.00
please assist me to overcome yahoo mail id,21.00
please get me 2 transactions,27.00
find me my card demand status,18.00
please help me to get expiry year modulated,5.00
can you help me to achieve a solicitation for card,2.00
Where to prepare 7 activity history for my accounts?,27.00
help me to overcome me atm card enabled,0.00
please can you help me to bear a appeal for card,2.00
get me help to get charges inquiry for my card,10.00
can you please make requisition for card,2.00
please can you help me to show my acc number,14.00
can you generate a inquiry for card,2.00
deliver me narrative of you,32.00
can you help me to surrogate me my username,8.00
please can you help me to modify me Account number,5.00
help me to active my card activation keys,0.00
assist to catch me my my a/c details,13.00
I want someone to help me show 7 recent activity and summary for every activity of my account,27.00
can i Change credit card passcode,24.00
Where to give 1 a/c activities for a/c?,27.00
closing my master card,1.00
can you please correct till_year,5.00
What steps can I take when I stolen my credit card?,25.00
please get my email id corrected,5.00
get my expiry month refined,5.00
help me to prepare my credit card oust,24.00
I want someone to help me catch 1 recent activity and summary for every activity of my account,27.00
what are the ways for Replace my visa card pass num,24.00
can you please transfer liquid to other bank account,26.00
what are the procedure for Change debit card pin number,24.00
please can you help me to come with my account num,14.00
can you help me to develop a requisition for card,2.00
please assist to come with me my visa card status,19.00
can i get charges inquiry for master card,10.00
Where to show any activity history for accounts?,27.00
please assist me to come with me balance of Account number,12.00
please assist to give me my username,23.00
assist to prepare me username,23.00
This is alright,39.00
please help me to off credit card pin,1.00
active my debit card,0.00
can you get my a card invitation status,18.00
assist me to originate request for card,2.00
assist me to give my acc details,13.00
assist me to catch me my a card desire status,18.00
assist me to come with me my a/c details,13.00
get me my passwod corrected,7.00
assist to catch account details,13.00
help me to cancel my bank card pin number,1.00
can you get user name modulated,8.00
can you please get me google mail id modified,5.00
please assist to turn to user name,8.00
can you help me to refinement registered mail,5.00
find me bal of bank card,12.00
help me to provide whether or not account is 1,11.00
